epoch,lr-FloraAdamDecreasingRanks/pg1,lr-FloraAdamDecreasingRanks/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
8,,,,899,0.841796875,-0.8371177911758423,,
,0.009500000000049998,0.009500000000049998,,949,,,,
8,,,,949,0.837890625,-0.8326646089553833,,
8,,,,971,,,0.8432000279426575,-0.8353432416915894
8,,,9.033092498779297,971,,,,
,0.009500000000049998,0.009500000000049998,,999,,,,
9,,,,999,0.87109375,-0.860892117023468,,
,0.009500000000049998,0.009500000000049998,,1049,,,,
9,,,,1049,0.83203125,-0.8278843760490417,,
9,,,,1079,,,0.8428000211715698,-0.8353337645530701
9,,,8.330249786376953,1079,,,,
,0.009500000000049998,0.009500000000049998,,1099,,,,
10,,,,1099,0.830078125,-0.8193016052246094,,
,0.009500000000049998,0.009500000000049998,,1149,,,,
10,,,,1149,0.904296875,-0.8820676803588867,,
10,,,,1187,,,0.8998000025749207,-0.888339638710022
10,,,6.354342460632324,1187,,,,
,0.009500000000049998,0.009500000000049998,,1199,,,,
11,,,,1199,0.884765625,-0.8706282377243042,,
,0.009500000000049998,0.009500000000049998,,1249,,,,
11,,,,1249,0.90234375,-0.8948265314102173,,
11,,,,1295,,,0.9031999707221985,-0.893444836139679
11,,,6.222194671630859,1295,,,,
,0.009500000000049998,0.009500000000049998,,1299,,,,
12,,,,1299,0.90234375,-0.8938632011413574,,
,0.009500000000049998,0.009500000000049998,,1349,,,,
12,,,,1349,0.900390625,-0.8911159038543701,,
,0.009500000000049998,0.009500000000049998,,1399,,,,
12,,,,1399,0.908203125,-0.9016786217689514,,
12,,,,1403,,,0.8813999891281128,-0.8680248856544495
12,,,6.5940093994140625,1403,,,,
,0.009500000000049998,0.009500000000049998,,1449,,,,
13,,,,1449,0.90625,-0.8979942202568054,,
,0.009500000000049998,0.009500000000049998,,1499,,,,
13,,,,1499,0.8984375,-0.8925446271896362,,
13,,,,1511,,,0.8984000086784363,-0.8904728293418884
13,,,7.1535186767578125,1511,,,,
,0.009500000000049998,0.009500000000049998,,1549,,,,
14,,,,1549,0.888671875,-0.8804214000701904,,
,0.009500000000049998,0.009500000000049998,,1599,,,,
14,,,,1599,0.916015625,-0.907906711101532,,
14,,,,1619,,,0.8894000053405762,-0.8809900283813477
14,,,10.117852210998535,1619,,,,
,0.009500000000049998,0.009500000000049998,,1649,,,,
15,,,,1649,0.87890625,-0.8711656332015991,,
,0.009500000000049998,0.009500000000049998,,1699,,,,
15,,,,1699,0.876953125,-0.8687308430671692,,
15,,,,1727,,,0.9007999897003174,-0.8916043043136597
15,,,5.530703544616699,1727,,,,
,0.009500000000049998,0.009500000000049998,,1749,,,,
16,,,,1749,0.90234375,-0.8879866600036621,,
,0.009500000000049998,0.009500000000049998,,1799,,,,
16,,,,1799,0.908203125,-0.895729660987854,,
16,,,,1835,,,0.8399999737739563,-0.8226490020751953
16,,,5.211222171783447,1835,,,,
,0.009500000000049998,0.009500000000049998,,1849,,,,
17,,,,1849,0.880859375,-0.8673169612884521,,
,0.009500000000049998,0.009500000000049998,,1899,,,,
17,,,,1899,0.884765625,-0.8738341331481934,,
17,,,,1943,,,0.8880000114440918,-0.8786081075668335
17,,,7.716888904571533,1943,,,,
,0.009500000000049998,0.009500000000049998,,1949,,,,
18,,,,1949,0.896484375,-0.8856637477874756,,
,0.009500000000049998,0.009500000000049998,,1999,,,,
18,,,,1999,0.900390625,-0.8873509168624878,,
18,,,5.932000160217285,1999,,,,
